locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFNKBEDD_00397	CDS	1080	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
EFNKBEDD_00398	CDS	690	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
EFNKBEDD_00399	CDS	402			COG2335	Immunogenic protein MPT70
EFNKBEDD_00400	CDS	1302				hypothetical protein
EFNKBEDD_00401	CDS	387				hypothetical protein
EFNKBEDD_00402	CDS	318				hypothetical protein
EFNKBEDD_00403	CDS	945	egtB_2	1.14.99.50		Hercynine oxygenase
EFNKBEDD_00404	CDS	375				hypothetical protein
EFNKBEDD_00405	CDS	1500	ndhD1_1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
EFNKBEDD_00406	CDS	1914	nuoL_1	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
EFNKBEDD_00407	CDS	216				hypothetical protein
EFNKBEDD_00408	CDS	522				hypothetical protein
EFNKBEDD_00409	CDS	774				hypothetical protein
EFNKBEDD_00410	CDS	618				hypothetical protein
EFNKBEDD_00411	CDS	1470	cry			Cryptochrome DASH
EFNKBEDD_00412	CDS	216				hypothetical protein
EFNKBEDD_00413	CDS	1998				hypothetical protein
EFNKBEDD_00414	CDS	675				hypothetical protein
EFNKBEDD_00415	CDS	750				hypothetical protein
EFNKBEDD_00416	CDS	1803				hypothetical protein
EFNKBEDD_00417	CDS	429				hypothetical protein
EFNKBEDD_00418	CDS	1176	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
EFNKBEDD_00419	CDS	186				hypothetical protein
EFNKBEDD_00420	CDS	2784				hypothetical protein
EFNKBEDD_00421	CDS	2853	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_00422	CDS	2589	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_00423	CDS	789	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_00424	CDS	1878	rssB_1			Regulator of RpoS
EFNKBEDD_00425	CDS	642	tal_1	2.2.1.2	COG0176	Transaldolase
EFNKBEDD_00426	CDS	1179				hypothetical protein
EFNKBEDD_00427	CDS	876				hypothetical protein
EFNKBEDD_00428	CDS	846				hypothetical protein
EFNKBEDD_00429	CDS	261				hypothetical protein
EFNKBEDD_00430	CDS	135				hypothetical protein
EFNKBEDD_00431	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_00432	CDS	399				hypothetical protein
EFNKBEDD_00433	CDS	2151	yhgF		COG2183	Protein YhgF
EFNKBEDD_00434	CDS	729				hypothetical protein
EFNKBEDD_00435	CDS	957	udk_1	2.7.1.48		Uridine kinase
EFNKBEDD_00436	CDS	1581	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
EFNKBEDD_00437	CDS	987				hypothetical protein
EFNKBEDD_00438	CDS	399				hypothetical protein
EFNKBEDD_00439	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_00440	CDS	549				hypothetical protein
	CRISPR	4452				
EFNKBEDD_00441	CDS	273	cas2_1	3.1.-.-		CRISPR-associated endoribonuclease Cas2
EFNKBEDD_00442	CDS	1023	cas1_1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
EFNKBEDD_00443	CDS	588				hypothetical protein
EFNKBEDD_00444	CDS	822				hypothetical protein
EFNKBEDD_00445	CDS	606				hypothetical protein
EFNKBEDD_00446	CDS	744				hypothetical protein
EFNKBEDD_00447	CDS	1008				hypothetical protein
EFNKBEDD_00448	CDS	3402				hypothetical protein
EFNKBEDD_00449	CDS	441				hypothetical protein
EFNKBEDD_00450	CDS	456				hypothetical protein
EFNKBEDD_00451	CDS	225				hypothetical protein
EFNKBEDD_00452	CDS	2184				hypothetical protein
EFNKBEDD_00453	CDS	882				hypothetical protein
EFNKBEDD_00454	CDS	627				hypothetical protein
EFNKBEDD_00455	CDS	2700				hypothetical protein
EFNKBEDD_00456	CDS	1044				hypothetical protein
EFNKBEDD_00457	CDS	1653	rssB_2			Regulator of RpoS
EFNKBEDD_00458	CDS	1101	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_00459	CDS	1770	rssB_3			Regulator of RpoS
EFNKBEDD_00460	CDS	1137	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_00461	CDS	2202				hypothetical protein
EFNKBEDD_00462	CDS	657				hypothetical protein
EFNKBEDD_00463	CDS	765	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
EFNKBEDD_00464	CDS	3015	bamA			Outer membrane protein assembly factor BamA
EFNKBEDD_00465	CDS	831	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
EFNKBEDD_00466	CDS	348	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
EFNKBEDD_00467	CDS	162				hypothetical protein
EFNKBEDD_00468	CDS	594	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
EFNKBEDD_00469	CDS	234				hypothetical protein
EFNKBEDD_00470	CDS	831				hypothetical protein
EFNKBEDD_00471	CDS	1173	lpxB_1	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
EFNKBEDD_00472	CDS	1101	hicd	1.1.1.87	COG0473	Homoisocitrate dehydrogenase
EFNKBEDD_00473	CDS	3366				hypothetical protein
EFNKBEDD_00474	CDS	1665	groL2			60 kDa chaperonin 2
EFNKBEDD_00475	CDS	651				hypothetical protein
EFNKBEDD_00476	CDS	531	cysC	2.7.1.25		putative adenylyl-sulfate kinase
EFNKBEDD_00477	CDS	2850				hypothetical protein
EFNKBEDD_00478	CDS	294				hypothetical protein
EFNKBEDD_00479	CDS	2073	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_00480	CDS	696				Ycf53-like protein
EFNKBEDD_00481	CDS	1014	ousX_2		COG2113	Glycine betaine-binding periplasmic protein OusX
EFNKBEDD_00482	CDS	1071				hypothetical protein
EFNKBEDD_00483	CDS	330				hypothetical protein
EFNKBEDD_00484	CDS	1038				hypothetical protein
EFNKBEDD_00485	CDS	570				hypothetical protein
EFNKBEDD_00486	CDS	276				hypothetical protein
EFNKBEDD_00487	CDS	291				hypothetical protein
EFNKBEDD_00488	CDS	1296				hypothetical protein
EFNKBEDD_00489	CDS	1035				hypothetical protein
EFNKBEDD_00490	CDS	1197				hypothetical protein
EFNKBEDD_00491	CDS	1158				hypothetical protein
EFNKBEDD_00492	CDS	837	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
EFNKBEDD_00493	CDS	213				hypothetical protein
EFNKBEDD_00494	CDS	678				hypothetical protein
EFNKBEDD_00495	CDS	543				hypothetical protein
EFNKBEDD_00496	CDS	657				hypothetical protein
EFNKBEDD_00497	CDS	582				hypothetical protein
EFNKBEDD_00498	CDS	402				hypothetical protein
EFNKBEDD_00499	CDS	642	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
EFNKBEDD_00500	CDS	330				hypothetical protein
EFNKBEDD_00501	CDS	348				hypothetical protein
EFNKBEDD_00502	CDS	1122	sigA_1		COG0568	RNA polymerase sigma factor SigA
EFNKBEDD_00503	CDS	162				hypothetical protein
EFNKBEDD_00504	CDS	1266	msiK	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
EFNKBEDD_00505	CDS	150				hypothetical protein
EFNKBEDD_00506	CDS	201				hypothetical protein
EFNKBEDD_00507	CDS	387				hypothetical protein
EFNKBEDD_00508	CDS	681				hypothetical protein
EFNKBEDD_00509	CDS	2565	gyrA_2	5.6.2.2	COG0188	DNA gyrase subunit A
EFNKBEDD_00510	CDS	399	divK			Polar-differentiation response regulator DivK
EFNKBEDD_00511	CDS	1209				hypothetical protein
EFNKBEDD_00512	CDS	897	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
EFNKBEDD_00513	CDS	1200	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_00514	CDS	918				hypothetical protein
EFNKBEDD_00515	CDS	762		4.1.2.58		2-dehydro-3,6-dideoxy-6-sulfogluconate aldolase
EFNKBEDD_00516	CDS	210				hypothetical protein
EFNKBEDD_00517	CDS	1050	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
EFNKBEDD_00518	CDS	1128				hypothetical protein
EFNKBEDD_00519	CDS	1680				hypothetical protein
EFNKBEDD_00520	CDS	186	bchB	1.3.7.7		Light-independent protochlorophyllide reductase subunit B
EFNKBEDD_00521	CDS	1179				hypothetical protein
EFNKBEDD_00522	CDS	174				hypothetical protein
EFNKBEDD_00523	CDS	465				hypothetical protein
EFNKBEDD_00524	CDS	678				hypothetical protein
EFNKBEDD_00525	CDS	1245	epsF		COG1459	Type II secretion system protein F
EFNKBEDD_00526	CDS	1080	pilT_1		COG2805	Twitching mobility protein
EFNKBEDD_00527	CDS	2028				hypothetical protein
EFNKBEDD_00528	CDS	810	grpE			Protein GrpE
EFNKBEDD_00529	CDS	1962	dnaK_1			Chaperone protein DnaK
EFNKBEDD_00530	CDS	1131	dnaJ_1		COG0484	Chaperone protein DnaJ
EFNKBEDD_00531	CDS	288				hypothetical protein
EFNKBEDD_00532	CDS	1026	rsgA_1	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
EFNKBEDD_00533	CDS	186				hypothetical protein
EFNKBEDD_00534	CDS	285				hypothetical protein
EFNKBEDD_00535	CDS	411				hypothetical protein
EFNKBEDD_00536	CDS	327				hypothetical protein
EFNKBEDD_00537	CDS	756	ydfK		COG1811	putative membrane protein YdfK
EFNKBEDD_00538	CDS	1635				hypothetical protein
EFNKBEDD_00539	CDS	465				hypothetical protein
EFNKBEDD_00540	CDS	744				hypothetical protein
EFNKBEDD_00541	CDS	171				hypothetical protein
EFNKBEDD_00542	CDS	996	scrK	2.7.1.4	COG0524	Fructokinase
EFNKBEDD_00543	CDS	279				hypothetical protein
EFNKBEDD_00544	CDS	306				hypothetical protein
EFNKBEDD_00545	CDS	1275	hisS	6.1.1.21		Histidine--tRNA ligase
EFNKBEDD_00546	CDS	180				hypothetical protein
EFNKBEDD_00547	CDS	1416				hypothetical protein
EFNKBEDD_00548	CDS	807				hypothetical protein
EFNKBEDD_00549	CDS	789	moaA_1			GTP 3',8-cyclase
EFNKBEDD_00550	CDS	621				hypothetical protein
EFNKBEDD_00551	CDS	456				hypothetical protein
EFNKBEDD_00552	CDS	1392	mdtB_2			Multidrug resistance protein MdtB
EFNKBEDD_00553	CDS	729	mdtC_1			Multidrug resistance protein MdtC
EFNKBEDD_00554	CDS	1032	mdtC_2			Multidrug resistance protein MdtC
EFNKBEDD_00555	CDS	252				hypothetical protein
EFNKBEDD_00556	CDS	198				hypothetical protein
EFNKBEDD_00557	CDS	444	ureE			Urease accessory protein UreE
EFNKBEDD_00558	CDS	1077				hypothetical protein
EFNKBEDD_00559	CDS	489				hypothetical protein
EFNKBEDD_00560	CDS	1002				hypothetical protein
EFNKBEDD_00561	CDS	654				hypothetical protein
EFNKBEDD_00562	CDS	234				hypothetical protein
EFNKBEDD_00563	CDS	219				hypothetical protein
EFNKBEDD_00564	CDS	285				hypothetical protein
EFNKBEDD_00565	CDS	558				hypothetical protein
EFNKBEDD_00566	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
EFNKBEDD_00567	CDS	1494	glmM_2	5.4.2.10		Phosphoglucosamine mutase
EFNKBEDD_00568	CDS	543				hypothetical protein
EFNKBEDD_00569	CDS	1059				hypothetical protein
EFNKBEDD_00570	CDS	624				hypothetical protein
EFNKBEDD_00571	CDS	120				hypothetical protein
EFNKBEDD_00572	CDS	396				hypothetical protein
EFNKBEDD_00573	CDS	807				hypothetical protein
EFNKBEDD_00574	CDS	369	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
EFNKBEDD_00575	CDS	264				hypothetical protein
EFNKBEDD_00576	CDS	1194	ndbB_1	1.6.5.12		Demethylphylloquinone reductase NdbB
EFNKBEDD_00577	CDS	1392				hypothetical protein
EFNKBEDD_00578	CDS	357				hypothetical protein
EFNKBEDD_00579	CDS	5181				hypothetical protein
EFNKBEDD_00580	CDS	345				hypothetical protein
EFNKBEDD_00581	CDS	795	ytrE		COG1136	ABC transporter ATP-binding protein YtrE
EFNKBEDD_00582	CDS	1203				hypothetical protein
EFNKBEDD_00583	CDS	297				hypothetical protein
EFNKBEDD_00584	CDS	1533	crtN	1.3.8.2		4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)
EFNKBEDD_00585	CDS	186				hypothetical protein
EFNKBEDD_00586	CDS	822				hypothetical protein
EFNKBEDD_00587	CDS	906				hypothetical protein
EFNKBEDD_00588	CDS	411				hypothetical protein
EFNKBEDD_00589	CDS	237				hypothetical protein
EFNKBEDD_00590	CDS	882				hypothetical protein
EFNKBEDD_00591	CDS	195				hypothetical protein
EFNKBEDD_00592	CDS	582				hypothetical protein
EFNKBEDD_00593	CDS	1914	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
EFNKBEDD_00594	CDS	222				hypothetical protein
EFNKBEDD_00595	CDS	1083				hypothetical protein
EFNKBEDD_00596	CDS	186				hypothetical protein
EFNKBEDD_00597	CDS	237				hypothetical protein
EFNKBEDD_00598	CDS	276				hypothetical protein
EFNKBEDD_00599	CDS	1206				hypothetical protein
EFNKBEDD_00600	CDS	756	prsA	5.2.1.8		Foldase protein PrsA
EFNKBEDD_00601	CDS	3084	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EFNKBEDD_00602	CDS	1497	ltxD			Leukotoxin export protein LtxD
EFNKBEDD_00603	CDS	549	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
EFNKBEDD_00604	CDS	903	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
EFNKBEDD_00605	CDS	261				hypothetical protein
EFNKBEDD_00606	CDS	1074	cugP_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
EFNKBEDD_00607	CDS	2874				hypothetical protein
EFNKBEDD_00608	CDS	600				hypothetical protein
EFNKBEDD_00609	CDS	1758	mrdA_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
EFNKBEDD_00610	CDS	417				Bacteriohemerythrin
EFNKBEDD_00611	CDS	1344	pepP_1	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
EFNKBEDD_00612	CDS	1356	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
EFNKBEDD_00613	CDS	948	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
EFNKBEDD_00614	CDS	1659				hypothetical protein
EFNKBEDD_00615	CDS	672				hypothetical protein
EFNKBEDD_00616	CDS	1218				hypothetical protein
EFNKBEDD_00617	CDS	450	ndk	2.7.4.6		Nucleoside diphosphate kinase
EFNKBEDD_00618	CDS	561	spkF_1	2.7.11.1		Serine/threonine-protein kinase F
EFNKBEDD_00619	CDS	1629				hypothetical protein
EFNKBEDD_00620	CDS	759	linC	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
EFNKBEDD_00621	CDS	549				hypothetical protein
EFNKBEDD_00622	CDS	3099				hypothetical protein
EFNKBEDD_00623	CDS	1506	nadB	1.4.3.16	COG0029	L-aspartate oxidase
EFNKBEDD_00624	CDS	285				hypothetical protein
EFNKBEDD_00625	CDS	261				hypothetical protein
EFNKBEDD_00626	CDS	585				hypothetical protein
EFNKBEDD_00627	CDS	1005				hypothetical protein
EFNKBEDD_00628	CDS	1815				hypothetical protein
EFNKBEDD_00629	CDS	675				hypothetical protein
EFNKBEDD_00630	CDS	1323				hypothetical protein
EFNKBEDD_00631	CDS	528				hypothetical protein
EFNKBEDD_00632	CDS	837				hypothetical protein
EFNKBEDD_00633	CDS	612				hypothetical protein
EFNKBEDD_00634	CDS	1236				hypothetical protein
EFNKBEDD_00635	CDS	405	epsE		COG2804	Type II secretion system protein E
EFNKBEDD_00636	CDS	1035				hypothetical protein
EFNKBEDD_00637	CDS	918				hypothetical protein
EFNKBEDD_00638	CDS	981	ycjY		COG1073	putative protein YcjY
EFNKBEDD_00639	CDS	876	rhaS_1			HTH-type transcriptional activator RhaS
EFNKBEDD_00640	CDS	1206				hypothetical protein
EFNKBEDD_00641	CDS	1107	des	1.14.19.-	COG3239	Fatty acid desaturase
EFNKBEDD_00642	CDS	465				hypothetical protein
EFNKBEDD_00643	CDS	171				hypothetical protein
EFNKBEDD_00644	CDS	531				hypothetical protein
EFNKBEDD_00645	CDS	612				hypothetical protein
EFNKBEDD_00646	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_00647	CDS	399				hypothetical protein
EFNKBEDD_00648	CDS	462	lrpC		COG1522	HTH-type transcriptional regulator LrpC
EFNKBEDD_00649	CDS	1890	rcsC_16	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_00650	CDS	1974	rcsC_17	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_00651	CDS	5214	rcsC_18	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_00652	CDS	1179	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
EFNKBEDD_00653	CDS	204	apcC			Phycobilisome 7.8 kDa linker polypeptide, allophycocyanin-associated, core
EFNKBEDD_00654	CDS	486	apcB			Allophycocyanin beta chain
EFNKBEDD_00655	CDS	486	apcA			Allophycocyanin alpha chain
EFNKBEDD_00656	CDS	2673	apcE	4.-.-.-		Phycobiliprotein ApcE
EFNKBEDD_00657	CDS	1209				putative protein
EFNKBEDD_00658	CDS	435				hypothetical protein
EFNKBEDD_00659	CDS	762	atpB		COG0356	ATP synthase subunit a
EFNKBEDD_00660	CDS	246	atpE		COG0636	ATP synthase subunit c
EFNKBEDD_00661	CDS	480	atpG_1		COG0711	ATP synthase subunit b'
EFNKBEDD_00662	CDS	528	atpF		COG0711	ATP synthase subunit b
EFNKBEDD_00663	CDS	549	atpH		COG0712	ATP synthase subunit delta
EFNKBEDD_00664	CDS	312	atpA_1	7.1.2.2	COG0056	ATP synthase subunit alpha
EFNKBEDD_00665	CDS	1209	atpA_2	7.1.2.2	COG0056	ATP synthase subunit alpha
EFNKBEDD_00666	CDS	954	atpG_2		COG0224	ATP synthase gamma chain
EFNKBEDD_00667	CDS	324				hypothetical protein
EFNKBEDD_00668	CDS	624				hypothetical protein
EFNKBEDD_00669	CDS	537				hypothetical protein
EFNKBEDD_00670	CDS	1227		3.4.24.-	COG0612	putative zinc protease
EFNKBEDD_00671	CDS	1320		3.4.24.-	COG0612	putative zinc protease
EFNKBEDD_00672	CDS	1527	ypwA	3.4.17.19	COG2317	Carboxypeptidase 1
EFNKBEDD_00673	CDS	279				hypothetical protein
EFNKBEDD_00674	CDS	1194	pilT_2		COG2805	Twitching mobility protein
EFNKBEDD_00675	CDS	660				hypothetical protein
EFNKBEDD_00676	CDS	1002	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
EFNKBEDD_00677	CDS	738	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
EFNKBEDD_00678	CDS	1329	MgdE	5.1.3.34		Monoglucosyldiacylglycerol epimerase
EFNKBEDD_00679	CDS	2013				hypothetical protein
EFNKBEDD_00680	CDS	897				hypothetical protein
EFNKBEDD_00681	CDS	792	ompA			Outer membrane protein A
EFNKBEDD_00682	CDS	495				hypothetical protein
EFNKBEDD_00683	CDS	420				hypothetical protein
EFNKBEDD_00684	CDS	516				hypothetical protein
EFNKBEDD_00685	CDS	1068				hypothetical protein
EFNKBEDD_00686	CDS	384				hypothetical protein
EFNKBEDD_00687	CDS	1425		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
EFNKBEDD_00688	CDS	1011				hypothetical protein
EFNKBEDD_00689	CDS	984	sphX		COG0226	Protein SphX
EFNKBEDD_00690	CDS	933				hypothetical protein
EFNKBEDD_00691	CDS	939	pstA_1		COG0581	Phosphate transport system permease protein PstA
EFNKBEDD_00692	CDS	828	pstB_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
EFNKBEDD_00693	CDS	201				hypothetical protein
EFNKBEDD_00694	CDS	432				IS982 family transposase ISVsa6
EFNKBEDD_00695	CDS	195				hypothetical protein
EFNKBEDD_00696	CDS	195				hypothetical protein
EFNKBEDD_00697	CDS	120				hypothetical protein
EFNKBEDD_00698	CDS	600				hypothetical protein
EFNKBEDD_00699	CDS	1260				hypothetical protein
EFNKBEDD_00700	CDS	585	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
EFNKBEDD_00701	CDS	405				hypothetical protein
EFNKBEDD_00702	CDS	906	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
EFNKBEDD_00703	CDS	1203				hypothetical protein
EFNKBEDD_00704	CDS	183				hypothetical protein
EFNKBEDD_00705	CDS	720	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
EFNKBEDD_00706	CDS	267	yidD			Putative membrane protein insertion efficiency factor
EFNKBEDD_00707	CDS	1104				hypothetical protein
EFNKBEDD_00708	CDS	453	dnaJ_2			Chaperone protein DnaJ
EFNKBEDD_00709	CDS	273				hypothetical protein
EFNKBEDD_00710	CDS	966				hypothetical protein
EFNKBEDD_00711	CDS	360	arnE			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
EFNKBEDD_00712	CDS	390				hypothetical protein
EFNKBEDD_00713	CDS	657	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
EFNKBEDD_00714	CDS	162				hypothetical protein
EFNKBEDD_00715	CDS	2058				hypothetical protein
EFNKBEDD_00716	CDS	1881				hypothetical protein
EFNKBEDD_00717	CDS	579				hypothetical protein
EFNKBEDD_00718	CDS	483				hypothetical protein
EFNKBEDD_00719	CDS	189				hypothetical protein
EFNKBEDD_00720	CDS	750	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
EFNKBEDD_00721	CDS	3495	rcsC_19	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_00722	CDS	1497	rcsC_20	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_00723	CDS	864				hypothetical protein
EFNKBEDD_00724	CDS	2139	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
EFNKBEDD_00725	CDS	468				hypothetical protein
EFNKBEDD_00726	CDS	462				hypothetical protein
EFNKBEDD_00727	CDS	642				hypothetical protein
EFNKBEDD_00728	CDS	585				hypothetical protein
EFNKBEDD_00729	CDS	396				hypothetical protein
EFNKBEDD_00730	CDS	966	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
EFNKBEDD_00731	CDS	216				hypothetical protein
EFNKBEDD_00732	CDS	804	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
EFNKBEDD_00733	CDS	294				hypothetical protein
EFNKBEDD_00734	CDS	2145				hypothetical protein
EFNKBEDD_00735	CDS	1032	acoA_1	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
EFNKBEDD_00736	CDS	387				hypothetical protein
EFNKBEDD_00737	CDS	258				hypothetical protein
EFNKBEDD_00738	CDS	573				hypothetical protein
EFNKBEDD_00739	CDS	453				hypothetical protein
EFNKBEDD_00740	CDS	507				hypothetical protein
EFNKBEDD_00741	CDS	363				hypothetical protein
EFNKBEDD_00742	CDS	243				hypothetical protein
EFNKBEDD_00743	CDS	831				hypothetical protein
EFNKBEDD_00744	CDS	234				hypothetical protein
EFNKBEDD_00745	CDS	1962				hypothetical protein
EFNKBEDD_00746	CDS	294				hypothetical protein
EFNKBEDD_00747	CDS	2004				hypothetical protein
EFNKBEDD_00748	CDS	3081	gltB_1	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
EFNKBEDD_00749	CDS	1518	gltB_2	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
EFNKBEDD_00750	CDS	1140	gltB_3	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
EFNKBEDD_00751	CDS	348	gltB_4	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
EFNKBEDD_00752	CDS	285				hypothetical protein
EFNKBEDD_00753	CDS	636				hypothetical protein
EFNKBEDD_00754	CDS	369	yccF		COG3304	Inner membrane protein YccF
EFNKBEDD_00755	CDS	192				hypothetical protein
EFNKBEDD_00756	CDS	1197	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
EFNKBEDD_00757	CDS	2664				hypothetical protein
EFNKBEDD_00758	CDS	825	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
EFNKBEDD_00759	CDS	543	pyrR		COG2065	Bifunctional protein PyrR
EFNKBEDD_00760	CDS	939	cobD_1		COG1270	Cobalamin biosynthesis protein CobD
EFNKBEDD_00761	CDS	444	cymR			HTH-type transcriptional regulator CymR
EFNKBEDD_00762	CDS	393				hypothetical protein
EFNKBEDD_00763	CDS	417				hypothetical protein
EFNKBEDD_00764	CDS	1647	arnT_2	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
EFNKBEDD_00765	CDS	375				hypothetical protein
EFNKBEDD_00766	CDS	1224				IS200/IS605 family transposase ISNsp2
EFNKBEDD_00767	CDS	519				hypothetical protein
EFNKBEDD_00768	CDS	777				hypothetical protein
EFNKBEDD_00769	CDS	801	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
EFNKBEDD_00770	CDS	237	rpmB		COG0227	50S ribosomal protein L28
EFNKBEDD_00771	CDS	5556				hypothetical protein
EFNKBEDD_00772	CDS	786				hypothetical protein
EFNKBEDD_00773	CDS	1167				hypothetical protein
EFNKBEDD_00774	CDS	744				hypothetical protein
EFNKBEDD_00775	CDS	573				hypothetical protein
EFNKBEDD_00776	CDS	1143	gltA	2.3.3.16	COG0372	Citrate synthase
